chr	start	end	isoID	strand	exon_start	exon_end	len	start_type	end_type	geneName	detail_type	type
chr2	165600197	165636295	chr2|165600197,165636165|165600385,165636295	-	165600197,165636165	165600385,165636295	320	m,m	m,m	COBLL1	full match	full match
chr9	6880012	6893232	chr9|6880012,6887960,6893095|6880061,6888063,6893232	+	6880012,6887960,6893095	6880061,6888063,6893232	292	m,m,m	m,m,m	KDM4C	full match	full match
chr3	79505107	79512624	chr3|79505107,79509260,79512571|79505292,79509316,79512624	-	79505107,79509260,79512571	79505292,79509316,79512624	297	intron,intron,intron	intron,intron,intron	ROBO1	cryptic exon	cryptic exon
chr10	7285520	7327916	chr10|7285520,7290510,7297081,7318854,7325866,7327828|7285667,7290611,7297205,7318951,7325921,7327916	-	7285520,7290510,7297081,7318854,7325866,7327828	7285667,7290611,7297205,7318951,7325921,7327916	618	m,m,intron,m,m,m	m,m,intron,m,inE,m	SFMBT2	full match	full match
chr6	120131296	120165893	chr6|120131296,120132276,120138208,120164212,120165713|120131363,120132450,120138279,120164253,120165893	+	120131296,120132276,120138208,120164212,120165713	120131363,120132450,120138279,120164253,120165893	538	intergenic,intergenic,intergenic,intergenic,intergenic	intergenic,intergenic,intergenic,intergenic,intergenic		intergenic	intergenic
chr12	69983265	69985939	chr12|69983265,69984518,69985839|69983467,69984623,69985939	+	69983265,69984518,69985839	69983467,69984623,69985939	410	m,intron,m	m,intron,m	CCT2	full match	full match
chr11	85707869	85712201	chr11|85707869,85711686,85712078|85707972,85711822,85712201	-	85707869,85711686,85712078	85707972,85711822,85712201	365	m,m,m	m,m,m	PICALM	full match	full match
chr15	40685914	40686422	chr15|40685914|40686422	+	40685914	40686422	509	inE	inE	KNSTRN	N5SS,N3SS	NSS
chr8	68062018	68076743	chr8|68062018,68066259,68070682,68071226,68074046,68075967,68076626|68062170,68066371,68070831,68071372,68074150,68076033,68076743	+	68062018,68066259,68070682,68071226,68074046,68075967,68076626	68062170,68066371,68070831,68071372,68074150,68076033,68076743	853	m,m,m,m,m,m,m	m,m,m,m,m,m,m	CSPP1	full match	full match
chr13	28748409	28813833	chr13|28748409,28750630,28752002,28785067,28794368,28801301,28801634,28813716|28748530,28750696,28752072,28785171,28794515,28801383,28801747,28813833	+	28748409,28750630,28752002,28785067,28794368,28801301,28801634,28813716	28748530,28750696,28752072,28785171,28794515,28801383,28801747,28813833	828	m,m,m,intron,m,intron,intron,inE	m,m,m,intron,m,intron,intron,m	PAN3	full match	full match
chr9	33944363	33953472	chr9|33944363,33953283|33944637,33953472	-	33944363,33953283	33944637,33953472	465	m,m	m,m	UBAP2	full match	full match
chr2	176835492	176860374	chr2|176835492,176844538,176856959,176857910,176860286|176835532,176844596,176857146,176857951,176860374	-	176835492,176844538,176856959,176857910,176860286	176835532,176844596,176857146,176857951,176860374	419	m,m,m,m,m	m,m,m,m,m	KIAA1715	full match	full match
chr12	70671912	70713144	chr12|70671912,70688017,70704675,70713078|70672054,70688074,70704797,70713144	+	70671912,70688017,70704675,70713078	70672054,70688074,70704797,70713144	391	m,m,m,m	m,m,m,m	CNOT2	full match	full match
chr16	21326630	21328445	chr16|21326630,21327204,21328181|21326718,21327289,21328445	-	21326630,21327204,21328181	21326718,21327289,21328445	440	a,a,a	a,a,a	CRYM-AS1-AS1	antisense	antisense
chr15	89816608	89820122	chr15|89816608,89817399,89819942|89816700,89817535,89820122	+	89816608,89817399,89819942	89816700,89817535,89820122	411	m,m,m	m,m,m	FANCI	full match	full match
chr18	9182380	9221997	chr18|9182380,9195549,9208655,9211582,9216756,9221850|9182517,9195696,9208795,9211782,9216898,9221997	+	9182380,9195549,9208655,9211582,9216756,9221850	9182517,9195696,9208795,9211782,9216898,9221997	919	m,m,m,m,m,m	m,m,m,m,m,m	ANKRD12	full match	full match
chr8	62593527	62596747	chr8|62593527,62594998,62596598|62593595,62595042,62596747	-	62593527,62594998,62596598	62593595,62595042,62596747	264	m,m,m	m,m,m	ASPH	full match	full match
chr7	6854395	6861995	chr7|6854395,6859397,6861912|6854476,6859572,6861995	-	6854395,6859397,6861912	6854476,6859572,6861995	342	m,m,m	m,m,m	CCZ1B	full match	full match
chr7	7826419	7841374	chr7|7826419,7841301|7826579,7841374	+	7826419,7841301	7826579,7841374	235	intron,m	intron,m	RPA3-AS1	cryptic exon	cryptic exon
chr20	45918931	45927616	chr20|45918931,45920540,45923410,45927473|45919018,45920632,45923523,45927616	-	45918931,45920540,45923410,45927473	45919018,45920632,45923523,45927616	439	m,m,m,m	m,m,m,m	ZMYND8	full match	full match
chr10	74468041	74475660	chr10|74468041,74474869,74475520|74468114,74474984,74475660	+	74468041,74474869,74475520	74468114,74474984,74475660	331	m,m,outE	m,m,m	MCU	full match	full match
chr9	20881870	20912953	chr9|20881870,20885108,20907149,20912865|20882055,20885229,20907241,20912953	+	20881870,20885108,20907149,20912865	20882055,20885229,20907241,20912953	490	m,m,m,m	m,m,m,m	FOCAD	full match	full match
chr8	18656805	18662408	chr8|18656805,18658780,18662032,18662214|18656863,18658892,18662112,18662408	-	18656805,18658780,18662032,18662214	18656863,18658892,18662112,18662408	448	m,m,m,m	m,m,m,m	PSD3	full match	full match
chr17	30207592	30216422	chr17|30207592,30211443,30212999,30214255,30216304|30207773,30211524,30213080,30214332,30216422	-	30207592,30211443,30212999,30214255,30216304	30207773,30211524,30213080,30214332,30216422	543	m,m,m,m,m	m,m,m,m,m	UTP6	full match	full match
chr12	112093370	112098479	chr12|112093370,112096540,112097011,112098404|112093459,112096649,112097149,112098479	-	112093370,112096540,112097011,112098404	112093459,112096649,112097149,112098479	415	m,m,m,m	m,m,m,m	BRAP	full match	full match
chr8	56963238	56963508	chr8|56963238|56963508	-	56963238	56963508	271	inE	inE	RP11-446E9.1	N5SS,N3SS	NSS
chr5	6623327	6625782	chr5|6623327,6625677|6623398,6625782	-	6623327,6625677	6623398,6625782	178	m,m	m,m	NSUN2	full match	full match
chr6	128625813	128643455	chr6|128625813,128643184|128625973,128643455	-	128625813,128643184	128625973,128643455	433	intron,m	intron,m	PTPRK	cryptic exon	cryptic exon
chr2	97024783	97026448	chr2|97024783,97025881,97026326|97024931,97025987,97026448	+	97024783,97025881,97026326	97024931,97025987,97026448	379	m,m,m	m,m,m	NCAPH	full match	full match
chr18	2732263	2743926	chr18|2732263,2738395,2739430,2740701,2743759|2732490,2738543,2739518,2740819,2743926	+	2732263,2738395,2739430,2740701,2743759	2732490,2738543,2739518,2740819,2743926	753	m,m,m,m,m	m,m,m,m,m	SMCHD1	full match	full match
chr15	82696818	82696957	chr15|82696818|82696957	+	82696818	82696957	140	m	m	UBE2Q2P2	full match	full match
chr1	113196220	113202401	chr1|113196220,113197087,113201644,113202323|113196283,113197293,113201723,113202401	+	113196220,113197087,113201644,113202323	113196283,113197293,113201723,113202401	430	m,m,m,m	m,m,m,m	CAPZA1	full match	full match
chr15	68434284	68446033	chr15|68434284,68434628,68438154,68438904,68445928|68434368,68434675,68438244,68439038,68446033	+	68434284,68434628,68438154,68438904,68445928	68434368,68434675,68438244,68439038,68446033	465	m,m,m,m,m	m,m,m,m,m	PIAS1	full match	full match
chr7	140859326	140912504	chr7|140859326,140869944,140870141,140912391|140859486,140870001,140870251,140912504	+	140859326,140869944,140870141,140912391	140859486,140870001,140870251,140912504	444	intron,intron,intron,m	intron,intron,intron,m	TMEM178B	cryptic exon	cryptic exon
chr2	231940225	231951895	chr2|231940225,231941748,231943373,231944250,231944855,231947597,231948281,231949733,231951831|231940285,231941876,231943461,231944328,231945028,231947708,231948477,231949828,231951895	+	231940225,231941748,231943373,231944250,231944855,231947597,231948281,231949733,231951831	231940285,231941876,231943461,231944328,231945028,231947708,231948477,231949828,231951895	1002	m,m,m,m,m,m,m,m,m	m,m,m,m,m,m,m,m,m	PSMD1	full match	full match
chr17	57987923	58013902	chr17|57987923,57990045,57991996,58003796,58007478,58008983,58011531,58011795,58012554,58013576,58013825|57987972,57990165,57992064,58003943,58007535,58009083,58011621,58011885,58012661,58013638,58013902	+	57987923,57990045,57991996,58003796,58007478,58008983,58011531,58011795,58012554,58013576,58013825	57987972,57990165,57992064,58003943,58007535,58009083,58011621,58011885,58012661,58013638,58013902	978	m,m,m,m,m,m,m,m,m,m,m	m,m,m,m,m,m,m,m,m,m,m	RPS6KB1	full match	full match
chr7	104714066	104717880	chr7|104714066,104715090,104716490,104717410,104717750|104714124,104715262,104716528,104717640,104717880	+	104714066,104715090,104716490,104717410,104717750	104714124,104715262,104716528,104717640,104717880	633	m,m,m,m,m	m,m,m,m,m	KMT2E	full match	full match
chr14	50655215	50662863	chr14|50655215,50662810|50655418,50662863	-	50655215,50662810	50655418,50662863	258	m,intron	m,intron	SOS2	cryptic exon	cryptic exon
chr16	88014642	88017865	chr16|88014642,88017666|88014733,88017865	+	88014642,88017666	88014733,88017865	292	m,m	m,m	BANP	full match	full match
chr5	78936674	78964851	chr5|78936674,78936928,78938667,78940946,78944440,78944885,78964715|78936788,78937019,78938733,78941015,78944516,78945013,78964851	+	78936674,78936928,78938667,78940946,78944440,78944885,78964715	78936788,78937019,78938733,78941015,78944516,78945013,78964851	687	m,m,m,m,m,m,m	m,m,m,m,m,m,m	PAPD4	full match	full match
chr8	141889570	141900868	chr8|141889570,141893201,141900642|141889736,141894472,141900868	-	141889570,141893201,141900642	141889736,141894472,141900868	1666	m,intron,m	m,intron,m	PTK2	full match	full match
chr7	66582470	66660324	chr7|66582470,66648113,66660157|66582605,66648223,66660324	+	66582470,66648113,66660157	66582605,66648223,66660324	415	m,m,m	m,m,m	TYW1	full match	full match
chr16	11815433	11830089	chr16|11815433,11827838,11829873|11815526,11827935,11830089	-	11815433,11827838,11829873	11815526,11827935,11830089	409	m,m,m	m,m,m	TXNDC11	full match	full match
chr2	136620177	136622733	chr2|136620177,136622583|136620318,136622733	-	136620177,136622583	136620318,136622733	293	m,m	m,m	MCM6	full match	full match
chr18	9931807	9950565	chr18|9931807,9936107,9936983,9950392|9931959,9936210,9937063,9950565	+	9931807,9936107,9936983,9950392	9931959,9936210,9937063,9950565	512	m,m,m,m	m,m,m,m	VAPA	full match	full match
chr10	7820801	7822270	chr10|7820801,7822019,7822227|7820982,7822141,7822270	-	7820801,7822019,7822227	7820982,7822141,7822270	349	m,m,m	m,m,m	KIN	full match	full match
chr2	32639837	32641231	chr2|32639837|32641231	+	32639837	32641231	1395	m	m	BIRC6	full match	full match
chr20	40141485	40143591	chr20|40141485,40143444|40141634,40143591	-	40141485,40143444	40141634,40143591	298	m,m	m,m	CHD6	full match	full match
chr20	57014001	57016139	chr20|57014001,57014202,57015963|57014081,57014388,57016139	+	57014001,57014202,57015963	57014081,57014388,57016139	445	m,inE,m	m,inE,m	VAPB	full match	full match
chr18	46858234	46906128	chr18|46858234,46860098,46889531,46904937,46906035|46858376,46860223,46889603,46905070,46906128	-	46858234,46860098,46889531,46904937,46906035	46858376,46860223,46889603,46905070,46906128	570	m,m,m,m,m	m,m,m,m,m	DYM	full match	full match
chr13	41207284	41219635	chr13|41207284,41219476|41207403,41219635	-	41207284,41219476	41207403,41219635	280	intron,intron	intron,intron	FOXO1	cryptic exon	cryptic exon
chr15	99408185	99408432	chr15|99408185|99408432	+	99408185	99408432	248	intron	intron	IGF1R	cryptic exon	cryptic exon
chr9	125758320	125782738	chr9|125758320,125758818,125759538,125760876,125772633,125777822,125782588|125758430,125758884,125759640,125761045,125772807,125777915,125782738	+	125758320,125758818,125759538,125760876,125772633,125777822,125782588	125758430,125758884,125759640,125761045,125772807,125777915,125782738	871	m,m,m,m,m,m,m	m,m,m,m,m,m,m	RABGAP1	full match	full match
chr20	10541348	10608523	chr20|10541348,10578343,10578629,10579323,10582379,10608440|10541468,10578533,10578749,10579400,10582467,10608523	+	10541348,10578343,10578629,10579323,10582379,10608440	10541468,10578533,10578749,10579400,10582467,10608523	684	m,intron,intron,m,m,intron	m,intron,intron,m,m,intron	SLX4IP	cryptic exon	cryptic exon
chr20	33222419	33233138	chr20|33222419,33225680,33231968,33233079|33222519,33225789,33232030,33233138	-	33222419,33225680,33231968,33233079	33222519,33225789,33232030,33233138	334	m,m,m,m	m,m,m,m	PIGU	full match	full match
chr1	6867043	6948959	chr1|6867043,6879380,6880241,6885152,6931817,6948901|6867148,6879530,6880310,6885270,6931900,6948959	+	6867043,6879380,6880241,6885152,6931817,6948901	6867148,6879530,6880310,6885270,6931900,6948959	589	m,intron,m,m,m,intron	m,intron,m,m,m,intron	CAMTA1	cryptic exon	cryptic exon
chr5	137320946	137324004	chr5|137320946,137323150,137323963|137321078,137323305,137324004	-	137320946,137323150,137323963	137321078,137323305,137324004	331	m,m,m	m,m,m	FAM13B	full match	full match
chr6	116966877	116980087	chr6|116966877,116968622,116972735,116973167,116977847,116979966|116967097,116968773,116972900,116973355,116978015,116980087	-	116966877,116968622,116972735,116973167,116977847,116979966	116967097,116968773,116972900,116973355,116978015,116980087	1019	m,m,m,m,m,m	m,m,m,m,m,m	ZUFSP	full match	full match
chr7	101870647	101870949	chr7|101870647|101870949	+	101870647	101870949	303	m	m	CUX1	full match	full match
chr6	13579683	13601181	chr6|13579683,13584308,13588563,13591901,13595709,13597195,13601066|13579841,13584457,13588696,13592126,13595796,13597248,13601181	+	13579683,13584308,13588563,13591901,13595709,13597195,13601066	13579841,13584457,13588696,13592126,13595796,13597248,13601181	927	m,m,m,m,m,m,m	m,m,m,m,m,m,m	SIRT5	full match	full match
chr17	35343916	35348156	chr17|35343916,35345818,35346546,35348073|35344030,35346019,35346710,35348156	+	35343916,35345818,35346546,35348073	35344030,35346019,35346710,35348156	566	m,m,m,m	m,m,m,m	AATF	full match	full match
chr10	103783234	103799882	chr10|103783234,103783432,103784913,103789395,103792783,103793040,103799770|103783320,103783506,103785005,103789502,103792929,103793096,103799882	-	103783234,103783432,103784913,103789395,103792783,103793040,103799770	103783320,103783506,103785005,103789502,103792929,103793096,103799882	680	m,m,m,m,m,m,m	m,m,m,m,m,m,m	C10orf76	full match	full match
chr2	240929491	240946787	chr2|240929491,240939600,240944627,240946733|240929599,240939804,240944712,240946787	-	240929491,240939600,240944627,240946733	240929599,240939804,240944712,240946787	455	m,intron,m,m	m,intron,m,m	NDUFA10	full match	full match
chr17	58538024	58539422	chr17|58538024,58539171,58539355|58538148,58539276,58539422	-	58538024,58539171,58539355	58538148,58539276,58539422	299	m,m,m	m,m,m	APPBP2	full match	full match
chr17	49343543	49357840	chr17|49343543,49346198,49350723,49353227,49354491,49357366,49357750|49343641,49346265,49350811,49353352,49354665,49357466,49357840	+	49343543,49346198,49350723,49353227,49354491,49357366,49357750	49343641,49346265,49350811,49353352,49354665,49357466,49357840	749	m,m,m,m,m,m,m	m,m,m,m,m,m,m	UTP18	full match	full match
chr14	99924616	99932150	chr14|99924616,99925450,99927529,99929823,99932040|99924872,99925522,99927677,99929915,99932150	-	99924616,99925450,99927529,99929823,99932040	99924872,99925522,99927677,99929915,99932150	683	m,m,m,m,m	m,m,m,m,m	SETD3	full match	full match
chr4	183815642	183836728	chr4|183815642,183836076,183836614|183815758,183836211,183836728	-	183815642,183836076,183836614	183815758,183836211,183836728	368	m,m,m	m,m,m	DCTD	full match	full match
chr2	175976296	175986268	chr2|175976296,175978722,175979418,175982718,175982979,175986172|175976382,175978836,175979596,175982846,175983097,175986268	-	175976296,175978722,175979418,175982718,175982979,175986172	175976382,175978836,175979596,175982846,175983097,175986268	726	m,m,m,m,m,m	m,m,m,m,m,m	ATF2	full match	full match
chr5	179996110	179998432	chr5|179996110,179998230|179996340,179998432	+	179996110,179998230	179996340,179998432	434	m,m	m,m	CNOT6	full match	full match
chr1	31791014	31821821	chr1|31791014,31791956,31811804,31819487,31821676|31791083,31792013,31811895,31819587,31821821	+	31791014,31791956,31811804,31819487,31821676	31791083,31792013,31811895,31819587,31821821	467	m,m,m,m,m	m,m,m,m,m	ZCCHC17	full match	full match
chr12	48477374	48491907	chr12|48477374,48482584,48490126,48491777|48477545,48482743,48490210,48491907	-	48477374,48482584,48490126,48491777	48477545,48482743,48490210,48491907	548	m,m,m,m	m,m,m,m	SENP1	full match	full match
chr8	141749117	141762415	chr8|141749117,141753329,141754751,141756859,141762331|141749206,141753429,141754866,141756959,141762415	-	141749117,141753329,141754751,141756859,141762331	141749206,141753429,141754866,141756959,141762415	493	m,m,m,m,m	m,m,m,m,m	PTK2	full match	full match
chr17	9569965	9578300	chr17|9569965,9578208|9570024,9578300	+	9569965,9578208	9570024,9578300	153	m,m	inE,m	USP43	full match	full match
chr17	60314161	60318997	chr17|60314161,60314424,60315370,60316148,60316408,60318897|60314238,60314483,60315477,60316238,60316498,60318997	-	60314161,60314424,60315370,60316148,60316408,60318897	60314238,60314483,60315477,60316238,60316498,60318997	529	m,m,m,m,m,m	m,m,m,m,m,m	RP11-51L5.3	full match	full match
chr10	32759992	32762951	chr10|32759992,32761409,32762895|32760158,32761470,32762951	+	32759992,32761409,32762895	32760158,32761470,32762951	286	m,m,m	m,m,m	CCDC7	full match	full match
chr11	120347370	120348235	chr11|120347370,120347928,120348156|120347457,120348014,120348235	+	120347370,120347928,120348156	120347457,120348014,120348235	255	m,m,m	m,m,m	ARHGEF12	full match	full match
chr3	149563798	149639014	chr3|149563798,149570303,149589816,149613260,149619859,149629765,149638921|149563927,149570383,149589941,149613347,149619949,149629870,149639014	+	149563798,149570303,149589816,149613260,149619859,149629765,149638921	149563927,149570383,149589941,149613347,149619949,149629870,149639014	716	m,m,m,m,m,m,m	m,m,m,m,m,m,m	RNF13	full match	full match
chr20	13509080	13550233	chr20|13509080,13514669,13539655,13550154|13509158,13514788,13539761,13550233	-	13509080,13514669,13539655,13550154	13509158,13514788,13539761,13550233	386	m,m,m,m	m,m,m,m	TASP1	full match	full match
chr16	3434057	3434301	chr16|3434057,3434160|3434105,3434301	-	3434057,3434160	3434105,3434301	191	inE,inE	inE,inE	ZSCAN32	N5SS,N3SS	NSS
chr17	26449629	26499644	chr17|26449629,26459646,26488186,26490569,26495474,26499543|26449758,26459701,26488292,26490654,26495683,26499644	+	26449629,26459646,26488186,26490569,26495474,26499543	26449758,26459701,26488292,26490654,26495683,26499644	691	m,m,m,m,m,m	m,m,m,m,m,m	NLK	full match	full match
chr2	30748453	30757586	chr2|30748453,30755982,30757510|30748621,30756180,30757586	+	30748453,30755982,30757510	30748621,30756180,30757586	445	m,m,intron	m,m,intron	LCLAT1	cryptic exon	cryptic exon
chr1	215759838	215768813	chr1|215759838,215768698|215760028,215768813	+	215759838,215768698	215760028,215768813	307	m,m	m,m	KCTD3	full match	full match
chr3	57817110	57851019	chr3|57817110,57827026,57832924,57835481,57843460,57843815,57846426,57847676,57850275,57850534,57850969|57817257,57827098,57832960,57835543,57843555,57843886,57846566,57847813,57850443,57850584,57851019	+	57817110,57827026,57832924,57835481,57843460,57843815,57846426,57847676,57850275,57850534,57850969	57817257,57827098,57832960,57835543,57843555,57843886,57846566,57847813,57850443,57850584,57851019	1039	m,m,m,m,m,m,m,m,m,m,m	m,m,m,m,m,m,m,m,m,m,m	SLMAP	full match	full match
chr22	46085592	46098727	chr22|46085592,46088876,46096162,46098569|46085783,46088958,46096258,46098727	+	46085592,46088876,46096162,46098569	46085783,46088958,46096258,46098727	531	m,m,m,m	m,m,m,m	ATXN10	full match	full match
chr1	35870624	35881315	chr1|35870624,35870974,35873609,35879573,35881067|35870795,35871069,35873760,35879684,35881315	+	35870624,35870974,35873609,35879573,35881067	35870795,35871069,35873760,35879684,35881315	781	m,m,m,m,m	m,m,m,m,m	ZMYM4	full match	full match
chr10	71151952	71161122	chr10|71151952,71154706,71158351,71160747|71152064,71154861,71158584,71161122	+	71151952,71154706,71158351,71160747	71152064,71154861,71158584,71161122	879	inE,m,m,m	m,m,m,inE	HK1	N5SS,N3SS	NSS
chr2	69585461	69590802	chr2|69585461,69586400,69590677|69585595,69586458,69590802	-	69585461,69586400,69590677	69585595,69586458,69590802	320	m,m,m	m,m,m	GFPT1	full match	full match
chr7	90001469	90007525	chr7|90001469,90003616,90006821,90007448|90001542,90003668,90006928,90007525	+	90001469,90003616,90006821,90007448	90001542,90003668,90006928,90007525	313	m,m,m,m	m,m,m,m	GTPBP10	full match	full match
chrX	73485120	73485601	chrX|73485120|73485601	-	73485120	73485601	482	intron	intron	FTX	cryptic exon	cryptic exon
chr7	104678573	104681470	chr7|104678573,104681286|104678646,104681470	+	104678573,104681286	104678646,104681470	259	m,m	m,m	KMT2E	full match	full match
chr9	123307992	123330666	chr9|123307992,123313070,123330599|123308068,123313180,123330666	-	123307992,123313070,123330599	123308068,123313180,123330666	256	m,m,m	m,m,m	CDK5RAP2	full match	full match
chr19	11833769	11836142	chr19|11833769,11835009,11836016|11834157,11835069,11836142	-	11833769,11835009,11836016	11834157,11835069,11836142	577	inE,m,m	m,m,m	ZNF823	N3SS	NSS
chr17	58365884	58422969	chr17|58365884,58372044,58378960,58422842|58366043,58372162,58379065,58422969	-	58365884,58372044,58378960,58422842	58366043,58372162,58379065,58422969	513	m,m,m,m	m,m,m,m	USP32	full match	full match
chr4	103446669	103459113	chr4|103446669,103450993,103455005,103459015|103446714,103451071,103455042,103459113	+	103446669,103450993,103455005,103459015	103446714,103451071,103455042,103459113	262	m,m,m,m	m,m,m,m	NFKB1	full match	full match
chr3	4023942	4024187	chr3|4023942|4024187	-	4023942	4024187	246	inE	inE	PNPT1P1	N5SS,N3SS	NSS
chr17	58700882	58711338	chr17|58700882,58711214|58701110,58711338	+	58700882,58711214	58701110,58711338	354	m,m	m,m	PPM1D	full match	full match
chr6	151738414	151757689	chr6|151738414,151742380,151743676,151744660,151748617,151751273,151754290,151757555|151738534,151742456,151743740,151744766,151748717,151751312,151754365,151757689	-	151738414,151742380,151743676,151744660,151748617,151751273,151754290,151757555	151738534,151742456,151743740,151744766,151748717,151751312,151754365,151757689	722	m,m,m,m,m,m,m,m	m,m,m,m,m,m,m,m	RMND1	full match	full match
chr4	85781565	85781775	chr4|85781565|85781775	-	85781565	85781775	211	m	m	WDFY3	full match	full match
chr2	203329532	203332412	chr2|203329532,203332242|203329702,203332412	+	203329532,203332242	203329702,203332412	342	m,m	m,m	BMPR2	full match	full match
chr8	100443765	100494030	chr8|100443765,100454629,100479642,100493827|100443892,100454863,100479862,100494030	+	100443765,100454629,100479642,100493827	100443892,100454863,100479862,100494030	788	m,m,m,m	m,m,m,m	VPS13B	full match	full match
chr17	34910661	34913176	chr17|34910661,34912923|34910741,34913176	+	34910661,34912923	34910741,34913176	335	m,m	m,m	GGNBP2	full match	full match
chr1	233334685	233344435	chr1|233334685,233335900,233344264|233334776,233336010,233344435	-	233334685,233335900,233344264	233334776,233336010,233344435	375	m,m,m	m,m,m	PCNXL2	full match	full match
chr20	34317234	34320057	chr20|34317234,34317384,34319863|34317287,34317449,34320057	-	34317234,34317384,34319863	34317287,34317449,34320057	315	m,m,m	m,m,m	RBM39	full match	full match
chr17	29550462	29554624	chr17|29550462,29552113,29553453,29554236,29554541|29550585,29552268,29553702,29554309,29554624	+	29550462,29552113,29553453,29554236,29554541	29550585,29552268,29553702,29554309,29554624	688	m,m,m,m,m	m,m,m,m,m	NF1	full match	full match
chr3	119624602	119666198	chr3|119624602,119631551,119634891,119642220,119666115|119624699,119631657,119635021,119642330,119666198	-	119624602,119631551,119634891,119642220,119666115	119624699,119631657,119635021,119642330,119666198	531	m,m,m,m,m	m,m,m,m,m	GSK3B	full match	full match
chr2	72958136	72960247	chr2|72958136,72958284,72960200|72958181,72958374,72960247	-	72958136,72958284,72960200	72958181,72958374,72960247	185	m,m,m	m,m,m	EXOC6B	full match	full match
chr12	49056343	49061572	chr12|49056343,49061476|49056437,49061572	-	49056343,49061476	49056437,49061572	192	m,m	m,m	KANSL2	full match	full match
chr1	109884636	109888503	chr1|109884636,109888373|109884780,109888503	-	109884636,109888373	109884780,109888503	276	m,m	m,m	SORT1	full match	full match
chr22	38948671	38964294	chr22|38948671,38951362,38958292,38962595,38963588,38964211|38948712,38951414,38958374,38962741,38963632,38964294	-	38948671,38951362,38958292,38962595,38963588,38964211	38948712,38951414,38958374,38962741,38963632,38964294	454	m,m,m,m,m,m	m,m,m,m,m,m	DMC1	full match	full match
chr11	66407171	66407594	chr11|66407171|66407594	+	66407171	66407594	424	m	m	RBM4	full match	full match
chr2	136505837	136519481	chr2|136505837,136511109,136511729,136513087,136519388|136505939,136511137,136511847,136513261,136519481	+	136505837,136511109,136511729,136513087,136519388	136505939,136511137,136511847,136513261,136519481	520	m,m,m,m,m	m,m,m,m,m	UBXN4	full match	full match
chr2	212483902	212495319	chr2|212483902,212488647,212495187|212484000,212488769,212495319	-	212483902,212488647,212495187	212484000,212488769,212495319	355	m,m,m	m,m,m	ERBB4	full match	full match
chr8	99758938	99761618	chr8|99758938,99761504|99759098,99761618	-	99758938,99761504	99759098,99761618	276	intron,m	intron,m	STK3	cryptic exon	cryptic exon
chr7	91924203	91936970	chr7|91924203,91936673|91924480,91936970	+	91924203,91936673	91924480,91936970	576	m,m	m,m	ANKIB1	full match	full match
chr4	160131651	160235919	chr4|160131651,160159998,160162353,160225487,160235737|160131800,160160048,160162524,160225618,160235919	-	160131651,160159998,160162353,160225487,160235737	160131800,160160048,160162524,160225618,160235919	688	a,a,a,a,a	a,a,a,a,a	RAPGEF2-AS1;AC105316.1-AS1	antisense	antisense
chr3	56694759	56707753	chr3|56694759,56694942,56696413,56697569,56700288,56702425,56703728,56704101,56705628,56707608|56694862,56695045,56696518,56697600,56700412,56702586,56703819,56704173,56705720,56707753	-	56694759,56694942,56696413,56697569,56700288,56702425,56703728,56704101,56705628,56707608	56694862,56695045,56696518,56697600,56700412,56702586,56703819,56704173,56705720,56707753	1037	m,m,m,m,m,m,m,m,m,m	m,m,m,m,m,m,m,m,m,m	FAM208A	full match	full match
chr14	31346778	31349940	chr14|31346778,31348017,31348629,31349658,31349793|31346934,31348150,31348691,31349702,31349940	+	31346778,31348017,31348629,31349658,31349793	31346934,31348150,31348691,31349702,31349940	547	m,m,m,m,m	m,m,m,m,m	COCH	full match	full match
chr10	112723883	112745523	chr10|112723883,112745386|112724819,112745523	+	112723883,112745386	112724819,112745523	1075	m,m	m,m	SHOC2	full match	full match
chr4	148594110	148601622	chr4|148594110,148594789,148601474|148594277,148595170,148601622	-	148594110,148594789,148601474	148594277,148595170,148601622	699	m,m,m	m,outE,m	PRMT10	full match	full match
chr10	104018686	104046504	chr10|104018686,104019807,104044710,104046394|104018791,104019873,104044827,104046504	+	104018686,104019807,104044710,104046394	104018791,104019873,104044827,104046504	402	m,m,intron,intron	m,m,intron,intron	GBF1	cryptic exon	cryptic exon
chr10	70143555	70145885	chr10|70143555,70143808,70145816|70143671,70143909,70145885	-	70143555,70143808,70145816	70143671,70143909,70145885	289	m,m,m	m,m,m	RUFY2	full match	full match
chr6	5404775	5431405	chr6|5404775,5408349,5410185,5431274|5404934,5408532,5410254,5431405	+	5404775,5408349,5410185,5431274	5404934,5408532,5410254,5431405	546	m,intron,intron,m	m,intron,intron,m	FARS2	full match	full match
chr4	148775827	148803083	chr4|148775827,148778704,148785997,148787863,148796172,148800383,148802989|148775993,148778805,148786107,148787967,148796301,148800489,148803083	+	148775827,148778704,148785997,148787863,148796172,148800383,148802989	148775993,148778805,148786107,148787967,148796301,148800489,148803083	817	intron,m,m,m,m,m,m	intron,m,m,m,m,m,m	ARHGAP10	cryptic exon	cryptic exon
chr12	116668338	116675510	chr12|116668338,116674626,116675273|116668427,116674695,116675510	-	116668338,116674626,116675273	116668427,116674695,116675510	398	intron,intron,m	intron,intron,m	MED13L	cryptic exon	cryptic exon
